Transcript ID,young,mid,old,log_fold
NM_173647,1.3716427052957763,1.485712746348577,1.6461983484037892,1.2001655693920734
NR_028028,1.4009963062270785,1.4963604785561557,1.616084266085003,1.1535250013878782
NM_001300899,1.0413300559486298,1.1562569758756185,1.3248903563179601,1.272305882990204
NM_030571,1.7726092364291917,1.8440869830690134,2.0175739404772575,1.1381944192852858
NM_012106,2.0286545829575635,2.1027426156661777,2.2302060645383373,1.0993522915502614
NM_147150,2.006383073875281,2.153913708947653,2.362514912994524,1.1774994235928151
NM_015194,1.5578382934150554,1.9464672368669338,2.241403194255014,1.4387906650705473
NM_001136562,2.0413021632636696,2.190215629655193,2.3993640818233635,1.1754085823272817
NM_001101801,1.438341532293071,1.5302570897654384,1.6590953818488359,1.1534780471810675
NM_001310,1.4195423770923081,1.5189297603761982,1.6885124525468764,1.1894766086557471
NM_001323370,0.5239415641851731,1.383691382469358,2.0403202893318473,3.894175283659593
NM_020353,0.9321786489569436,1.1417005936295803,1.6188137514472023,1.7365917501527903
NM_005780,1.806151599838291,1.9248027489282982,2.1413128341084735,1.185566501892859
NM_022470,1.2023461824914488,1.3721287048574853,1.7110824141257983,1.4231195965376366
NM_001017923,0.6935015501804178,0.832680585010542,1.0173738300301276,1.4670101743326354
NM_002035,1.3438535102879883,1.41410406701946,1.5747033538001562,1.1717819998570356
NM_003941,1.3276084411289981,1.4214510879014233,1.6075063669180345,1.2108286729112774
NM_000313,0.9282894479774876,1.2005052407398886,1.4380969676426345,1.5491902560951123
NM_033632,1.0371508276265458,1.190541075842515,1.352136783288334,1.3037031329209983
NM_003851,1.2916988370376696,1.4401717150028275,1.6956203044176927,1.3127056058255502
NM_015713,1.2501170172210598,1.4311574942700036,1.6583165831625328,1.3265290851322684
NM_001128924,1.5082819332104336,1.693222001244012,1.8854662298508322,1.2500754589279923
NM_001647,0.19072112044839643,0.5765113880946025,1.278170836383205,6.701779191408645
NM_033285,0.919660797272263,1.0920086259965487,1.4510265893568646,1.5777845414968712
NM_144717,0.7696887894456693,1.1757053835427866,1.5750793258585498,2.0463846524163665
NM_001128085,0.12639395695635952,0.2822023430677471,0.7452881360209468,5.896548806350568
NM_019600,0.9758492657217135,1.1256724381519743,1.3372672713624243,1.3703625327559326
NM_001146032,1.1219010384965393,1.218325112054867,1.4133467193901847,1.2597784215301306
NM_145305,1.5698929174028577,1.653173651513757,1.764571988541869,1.1240078663843374
NM_025238,1.768782488601893,1.8424016986737806,1.9968553338832002,1.1289434098036464
NM_001321636,1.2964927049844917,1.419732054578383,1.7091935819523345,1.318321017450522
NM_001100165,1.2735088466470188,1.4312735758307702,1.6002620135873884,1.2565770687817894
NM_001135664,1.0644461030097403,1.1743644614136246,1.4257452066071195,1.3394245162585494
NM_001270699,1.3061276971196463,1.4676709636043683,1.6473516181440482,1.2612485148097616
NM_019863,0.7615614742536282,0.9908419804921631,1.1670774699594049,1.5324796610847529
NM_000376,1.012758843382263,1.1871148457166951,1.4536891206991243,1.435375390891979
NM_213595,1.69915512467181,1.7807734283951435,1.9639719970708327,1.1558520870483628
NM_001102575,1.3556495654666167,1.4949753152616143,1.8029186282180054,1.329929706131273
NM_001346102,0.9410157975951298,1.222615511495002,1.5783175995405514,1.677248781130048
NM_001305581,0.300492983880297,0.5423740358189555,0.8932795024010144,2.972713342141982
NM_005410,0.34798144589973895,0.8976384097627483,1.7639576106434878,5.069113975552945
NM_001145426,1.9973682972044222,2.0859696694778482,2.1794352466378037,1.091153419070588
NM_001195156,1.4860675310942189,1.5620533087799375,1.7922884488764053,1.2060612397316226
NM_005765,2.309585540119365,2.3818452389321263,2.569424710967813,1.1125046751180383
NM_021035,1.6176179739893666,1.6787313820258483,1.7965656116878486,1.1106241650228217
NM_014117,1.525913709709126,1.6081030369442446,1.7148198102982941,1.1237986783834442
NM_001271851,1.6674073266516192,1.7703473485067005,1.8771866877932024,1.1258117064669788
NM_015055,1.7324033209060683,1.8088924309349184,2.0465866222314917,1.1813569031725832
NM_001153,1.9261631441398976,1.9828327337466958,2.145390218321489,1.1138154236044653
NM_001334,1.0589416077198284,1.2649151684640785,1.5409216637243424,1.4551526283326803
NM_021980,1.9269160011217308,1.99582733733732,2.1405174951602177,1.1108514818051962
NM_001003712,1.5579375863722873,1.6919449664203179,1.8856405979346644,1.210344120604629
NM_001177314,1.7782931974573923,1.9469412182259427,2.20020203845486,1.2372549372627157
NM_002897,1.6659356098647076,1.7911471710303284,1.9377284268293855,1.1631472521238384
NM_020755,2.3569405187656467,2.4565095565320645,2.5971230178137232,1.1019043531798005
NR_135830,2.8887928617148857,3.012867977295357,3.1156859808552952,1.0785425366240065
NM_015188,0.7773330259953356,0.8542067040652728,0.9902663318807223,1.2739280318274608
NM_001323556,1.5709905296581341,1.662333301172849,1.8369590671220943,1.169299898658102
NM_001202514,0.5666539334919146,0.6236098020548464,0.7573645802712555,1.3365557627106142
NM_031301,1.1147407273124321,1.2227230398990379,1.3813873993333168,1.2392006190208484
NM_025054,0.9238469013887143,0.9863041379113077,1.1107196206190735,1.2022767180898206
NM_177951,1.156723135596622,1.1968920574324557,1.316622931024402,1.1382351493690024
NM_004096,1.5378237563321162,1.6013586946681537,1.705021833795108,1.1087238227232086
NM_001244701,1.9956534032475395,2.233235130877664,2.342241379325873,1.1736714278713571
NM_033642,0.24017988179714303,0.6489757245270005,1.0660755915387294,4.438654826381926
NM_003739,0.8304166034847046,1.3231160727813223,1.706524890545287,2.0550226035752903
NM_001031804,0.1876834452465716,0.37613636754355495,0.7834045565148434,4.174073826733282
NM_001198681,1.7775100657834237,1.8416176931805157,2.0622692656127506,1.1602011742779197
NM_001284,1.9683658142191949,2.0924576295012116,2.194319884678857,1.1147927223829037
NM_030648,1.8254104310379327,1.9126922950873502,2.024825214404309,1.1092438062014298
NM_015349,0.9398101739812573,1.0235497314907067,1.1242912207707982,1.1962960732889663
NM_032824,1.388711186727822,1.4890839335572188,1.6880940784469232,1.2155832649584455
NM_001199933,1.059617530577079,1.163722036118692,1.4207539056166119,1.3408176673359247
NM_138554,0.49233022187695413,0.8549361367645509,1.1857575910463694,2.4084598880113446
NM_022358,0.09221954111688295,0.17074820354075212,0.4470240010204821,4.847389128231564
NM_001251974,0.7289550800044402,1.0697820044258444,1.6922596075873133,2.3214868158638877
NM_001144884,0.9242053194492968,1.015437794999241,1.2403096203634283,1.3420282206366085
NR_121662,0.4063889311711227,0.5371553654362282,0.7281065211483239,1.7916494896897968
NM_014372,1.9411622318458441,2.023040007074057,2.2693504029796636,1.1690678737457953
NM_006224,1.7233872468400653,1.7492852253595368,1.8378518915292337,1.066418412286064
NM_007214,1.582033587051168,1.6649976531574122,1.7703632055544947,1.1190427434946966
NM_001100829,0.10576431303769053,0.16333466974396202,0.3130051873252591,2.959459370891158
NM_170601,1.3108326360873426,1.447795469326773,1.585078742408978,1.2092151955723522
NM_001330652,1.1740820220345252,1.2734280328432435,1.3594233065579073,1.157860593250726
NR_027141,1.2868775399186165,1.3434172996257285,1.4910920332086313,1.1586899195574814
NM_016131,1.8815673439751541,1.9537567230451587,2.0540953328774747,1.0916937623597482
NM_016217,1.0423961575040426,1.144496034827652,1.3133186880923204,1.2599036159505674
NM_001256909,2.1709567208421134,2.31790453468261,2.6361324872759666,1.2142722431856734
NM_182485,0.813820394200208,0.9264924579015303,1.1339643629913778,1.3933840575546097
NM_001301771,1.1635741714390662,1.2561432620763595,1.4291059727090993,1.2282035883811628
NM_001012339,1.2281061491358898,1.2914532523293223,1.4191815200330482,1.1555853873312183
NM_003403,1.6433465720349851,1.6948655874724405,1.7964003488362863,1.0931354221962881
NM_001282852,1.5612371750487881,1.60718412807142,1.686840836877533,1.0804513650046923
NM_001134651,0.4102528142287918,0.5571078860508559,0.8306980727946102,2.024844300839683
NM_001143914,0.8441447299079246,0.9112977895077574,1.008539526860441,1.194747169683151
NM_005907,1.1037180306901946,1.4066223467285983,1.655290681308777,1.4997405453942474
NM_001321713,1.0265889676035853,1.1343239210607174,1.249278056716477,1.216921373734149
